...1,No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
1337,NOLSM7712915771,2,Photo,1.22609,16.445,14.864,19.998,199.996,90,499.996,3978.724,4999.907,4.989,91.938,29.999,29,42,25-02-2021
1338,NOLSM7722916772,2,Photo,1.81419,19.026,14.807,19.998,199.847,90,499.847,4056.014,4996.185,5.004,91.674,30.002,29,43,25-02-2021
1339,NOLSM7732917773,2,Photo,1.89693,18.891,15.02,20.004,199.03,90,499.03,4029.12,4975.738,4.956,91.155,30.004,29,44,25-02-2021
1340,NOLSM7742918774,2,Photo,1.72027,13.788,14.969,19.999,198.465,89.999,498.465,3971.194,4961.614,4.993,91.925,30.01,29,45,25-02-2021
1341,NOLSM7752919775,2,Photo,0.96161,18.771,15.095,19.996,199.907,90,499.907,4035.394,4997.684,5.016,92.172,30.004,29,46,25-02-2021
1342,NOLSM7762920776,2,Photo,1.48912,20.701,14.964,20,200.435,90,500.435,3952.67,5010.869,5.007,91.982,30.004,29,47,25-02-2021
1343,NOLSM7772921777,2,Photo,0.94868,11.253,15.098,19.998,200.203,90,500.203,3972.34,5005.076,4.987,91.713,30.014,29,48,25-02-2021
1344,NOLSM7782922778,2,Photo,0.83591,15.286,14.963,19.996,199.559,90,499.559,4017.144,4988.968,4.994,91.871,29.993,29,49,25-02-2021
1345,NOLSM7792923779,2,Photo,1.36943,12.463,14.966,20.001,199.151,90.002,499.151,4072.913,4978.786,4.98,91.816,30,29,50,25-02-2021
1346,NOLSM7802924780,2,Photo,1.92633,19.767,14.884,20.003,199.635,90,499.635,4084.939,4990.881,4.993,92.022,30.009,29,51,25-02-2021
1347,NOLSM7812925781,2,Photo,1.41846,16.029,14.945,20.004,199.822,90,499.822,4045.078,4995.554,4.997,92.214,30.003,29,52,25-02-2021
1348,NOLSM7822926782,2,Photo,0.67979,17.587,15.072,20.001,200.078,90,500.078,4010.176,5001.947,5.006,91.922,30.005,29,53,25-02-2021
1349,NOLSM7832927783,2,Photo,0.73422,16.445,15.027,20.005,199.249,89.999,499.249,3984.984,4981.23,4.992,91.865,29.987,29,54,25-02-2021
1350,NOLSM21791,1,Photo,1.68323,13.492,15.004,19.993,201.416,90,502.918,4095.041,5139.177,4.902,91.486,30.004,9,1,25-02-2021
1351,NOLSM21892,1,Photo,1.01812,12.434,15.203,19.995,200.664,90,499.31,3993.069,5069.222,4.968,91.885,30.009,9,2,25-02-2021
1352,NOLSM21993,1,Photo,0.80051,12.544,15.003,19.999,202.708,90.001,500.372,4096.542,4983.974,4.999,93.549,30.006,9,3,25-02-2021
1353,NOLSM22094,2,Photo,1.0265,14.07,14.977,19.998,200.457,90,505.328,4055.684,5034.141,4.99,88.929,29.992,9,4,25-02-2021
1354,NOLSM22195,2,Photo,0.71383,17.714,14.889,19.997,202.81,90,496.836,3977.901,5011.968,5.11,92.838,30.006,9,5,25-02-2021
1355,NOLSM22296,2,Photo,1.22899,14.201,15.078,20.002,200.65,90.001,498.495,4017.199,5030.422,5.095,93.573,30.001,9,6,25-02-2021
1356,NOLSM22397,3,Photo,0.81828,13.544,15.019,20.005,203.278,90.001,499.703,3950.633,5045.996,5.039,90.67,30.005,9,7,25-02-2021
1357,NOLSM22498,3,Photo,1.11664,16.904,15.066,19.998,200.465,90,498.492,4053.322,5009.163,5.095,93.751,30.009,9,8,25-02-2021
1358,NOLSM22599,1,Photo,1.29713,16.682,14.92,20.001,204.001,90,497.334,4141.211,4984.823,5.03,91.706,30.007,9,9,25-02-2021
1359,NOLSM226910,1,Photo,1.76849,12.463,14.846,19.988,201.946,90.001,502.293,4055.498,5126.15,4.964,93.548,30.011,9,10,25-02-2021
1360,NOLSM227911,1,Photo,1.7082,12.219,15.031,19.998,205.348,90.001,505.479,3864.82,5051.568,5.148,93.516,30.009,9,11,25-02-2021
1361,NOLSM228912,2,Photo,1.36829,12.814,14.953,20.002,196.913,90.001,492.336,3961.623,4935.928,4.895,91.914,29.995,9,12,25-02-2021
1362,NOLSM229913,2,Photo,1.17565,14.416,15.065,19.994,203.684,89.999,493.512,4044.485,5047.638,4.987,92.708,29.995,9,13,25-02-2021
1363,NOLSM230914,2,Photo,1.54357,16.121,14.953,20.006,201.67,89.998,507.932,4037.619,4962.839,5.121,90.218,29.992,9,14,25-02-2021
1364,NOLSM231915,3,Photo,0.68727,14.665,15.02,20.004,200.067,90.001,500.534,4031.247,4978.986,5.046,91.262,29.993,9,15,25-02-2021
1365,NOLSM232916,3,Photo,1.197,15.879,14.96,20.001,195.151,89.999,498.96,4078.11,4973.393,4.921,93.362,30,9,16,25-02-2021
1366,NOLSM233917,3,Photo,1.35868,13.499,15.066,20.001,200.691,90,504.593,3939.35,4936.805,5.106,88.578,29.998,9,17,25-02-2021
1367,NOLSM234918,1,Photo,1.41505,17.6,14.99,19.999,200.559,90,504.027,4021.099,5077.005,4.972,93.076,30.001,9,18,25-02-2021
1368,NOLSM235919,1,Photo,0.99749,16.391,14.971,20.003,198.578,90,505.381,3998.943,4983.723,4.925,93.485,29.998,9,19,25-02-2021
1369,NOLSM236920,1,Photo,1.1266,15.648,14.845,19.999,200.064,89.999,505.791,3942.151,5071.576,5.039,91.969,30.001,9,20,25-02-2021
1370,NOLSM237921,2,Photo,1.07395,15.332,15.085,19.998,198.171,90.001,502.451,4078.181,4880.822,4.978,93.953,29.996,9,21,25-02-2021
1371,NOLSM238922,2,Photo,2.05777,12.277,14.911,20.004,199.6,90,502.716,4147.422,4925.622,4.879,91.194,30.006,9,22,25-02-2021
1372,NOLSM239923,2,Photo,0.98062,13.182,15.061,19.994,203.109,90,499.113,4015.297,4917.795,5.037,96.653,30.005,9,23,25-02-2021
1373,NOLSM240924,3,Photo,0.43841,14.011,15.118,20,201.376,90.001,504.178,4115.588,5108.175,4.911,92.781,30.009,9,24,25-02-2021
1374,NOLSM241925,3,Photo,1.43266,10.856,15.053,19.995,201.817,90,504.191,4060.555,4957.121,4.889,90.464,30,9,25,25-02-2021
1375,NOLSM242926,1,Photo,0.98357,10.856,15.148,20.005,198.47,90,504.225,4115.623,4991.551,4.984,92.415,29.995,9,26,25-02-2021
1376,NOLSM243927,1,Photo,1.07754,17.756,14.982,20.002,200.542,90,504.244,4008.816,5075.696,4.919,90.401,30.001,9,27,25-02-2021
1377,NOLSM757291,3,Photo,2.15187,16.77,14.91,20.003,194.66,89.999,494.66,3893.209,4866.511,4.853,88.739,29.996,29,1,25-02-2021
1378,NOLSM758292,1,Photo,1.83294,19.922,14.959,20.004,195.246,90.001,495.246,3904.923,4881.154,4.878,88.723,30.005,29,2,25-02-2021
1379,NOLSM759293,1,Photo,1.86791,10.292,14.934,20.002,195.334,90,495.334,3906.685,4883.357,4.88,88.503,30.004,29,3,25-02-2021
1380,NOLSM760294,1,Photo,2.06109,14.536,14.96,19.995,194.724,90,494.724,3894.477,4868.097,4.877,89.199,29.999,29,4,25-02-2021
1381,NOLSM761295,2,Photo,1.82451,16.467,14.95,20.002,195.716,89.999,495.716,3914.328,4892.91,4.895,88.693,30.001,29,5,25-02-2021
1382,NOLSM762296,2,Photo,0.84653,19.69,15.132,19.997,199.721,90.001,499.721,3994.423,4993.029,5.002,91.85,29.996,29,6,25-02-2021
1383,NOLSM763297,2,Photo,0.87235,15.329,14.966,20,200.465,90,500.465,4009.296,5011.62,5.015,92.402,29.992,29,7,25-02-2021
1384,NOLSM764298,3,Photo,1.0319,17.909,14.965,20.002,201.64,90,501.64,4032.797,5040.997,5.042,92.249,29.999,29,8,25-02-2021
1385,NOLSM765299,3,Photo,0.79534,19.019,15.109,19.998,200.446,90,500.446,4008.924,5011.155,5.008,92.362,30,29,9,25-02-2021
1386,NOLSM7662910,3,Photo,0.71786,17.852,15.029,20.002,200.563,90,500.563,4011.267,5014.084,5.01,92.529,29.999,29,10,25-02-2021
1387,NOLSM7672911,1,Photo,0.77995,20.157,14.941,19.997,200.842,90,500.842,4016.84,5021.05,4.991,91.759,29.99,29,11,25-02-2021
1388,NOLSM7682912,1,Photo,0.94146,14.982,15.103,20,198.843,90.001,498.843,3976.864,4971.079,4.973,91.73,29.998,29,12,25-02-2021
1389,NOLSM7692913,1,Photo,1.03258,15.296,15.002,19.999,198.857,90.001,498.857,3977.14,4971.425,5.012,92.299,30.008,29,13,25-02-2021
1390,NOLSM7702914,2,Photo,0.96054,19.782,14.928,20,200.317,89.999,500.317,4006.336,5007.92,5.008,92.137,30.008,29,14,25-02-2021
1391,NOLSM7712915,2,Photo,1.00724,12.41,14.864,19.998,199.996,90,499.996,3999.926,4999.907,4.989,91.938,29.999,29,15,25-02-2021
1392,NOLSM7722916,3,Photo,1.02906,14.492,14.807,19.998,199.847,90,499.847,3996.948,4996.185,5.004,91.674,30.002,29,16,25-02-2021
1393,NOLSM7732917,3,Photo,1.03694,10.507,15.02,20.004,199.03,90,499.03,3980.591,4975.738,4.956,91.155,30.004,29,17,25-02-2021
1394,NOLSM7742918,3,Photo,1.24699,20.348,14.969,19.999,198.465,89.999,498.465,3969.291,4961.614,4.993,91.925,30.01,29,18,25-02-2021
1395,NOLSM7752919,1,Photo,0.8338,12.502,15.095,19.996,199.907,90,499.907,3998.147,4997.684,5.016,92.172,30.004,29,19,25-02-2021
1396,NOLSM7762920,1,Photo,0.90826,16.072,14.964,20,200.435,90,500.435,4008.695,5010.869,5.007,91.982,30.004,29,20,25-02-2021
1397,NOLSM7772921,1,Photo,0.86833,19.337,15.098,19.998,200.203,90,500.203,4004.061,5005.076,4.987,91.713,30.014,29,21,25-02-2021
1398,NOLSM7782922,2,Photo,0.84342,14.471,14.963,19.996,199.559,90,499.559,3991.175,4988.968,4.994,91.871,29.993,29,22,25-02-2021
1399,NOLSM7792923,2,Photo,0.96137,18.626,14.966,20.001,199.151,90.002,499.151,3983.029,4978.786,4.98,91.816,30,29,23,25-02-2021
1400,NOLSM7802924,3,Photo,1.08352,14.834,14.884,20.003,199.635,90,499.635,3992.705,4990.881,4.993,92.022,30.009,29,24,25-02-2021
1401,NOLSM7812925,3,Photo,0.75284,19.907,14.945,20.001,199.822,90,499.822,3996.443,4995.554,4.997,92.214,30.003,29,25,25-02-2021
1402,NOLSM7822926,1,Photo,0.82819,12.087,15.072,20.003,200.078,90,500.078,4001.557,5001.947,5.006,91.922,30.005,29,26,25-02-2021
1403,NOLSM7832927,1,Photo,0.87301,10.637,15.027,20.001,199.249,89.999,499.249,3984.984,4981.23,4.992,91.865,29.987,29,27,25-02-2021
1404,NOLSM244101244,1,Photo,1.41846,17.587,14.88,20.002,191.209,90,495.986,3991.128,4966.64,4.946,92.469,30.002,10,28,26-02-2021
1405,NOLSM245102245,1,Photo,0.67979,16.445,14.932,19.994,202.848,90,500.442,4042.868,5036.683,5.05,91.01,30.011,10,29,26-02-2021
1406,NOLSM246103246,1,Photo,0.73422,17.251,15.121,20.004,193.899,89.999,502.263,3955.637,5039.17,5.042,95.722,29.997,10,30,26-02-2021
1407,NOLSM247104247,1,Photo,1.81419,12.457,14.946,19.995,197.934,90.001,503.423,4045.925,5063.454,5.088,90.859,30.003,10,31,26-02-2021
1408,NOLSM248105248,1,Photo,1.89693,14.789,15.016,20.001,199.825,90.001,498.509,4013.918,5118.476,4.967,90.944,29.999,10,32,26-02-2021
1409,NOLSM249106249,1,Photo,1.72027,16.267,15.11,20.004,200.232,90.001,495.402,4005.045,5010.085,5.073,94.505,30.002,10,33,26-02-2021
1410,NOLSM250107250,1,Photo,0.96161,17.256,15.084,19.996,204.512,90.001,494.517,4023.761,5047.709,5.019,90.405,29.998,10,34,26-02-2021
1411,NOLSM251108251,1,Photo,1.48912,12.766,15.042,19.996,202.962,90,498.307,4013.95,4928.841,5.047,89.94,30.011,10,35,26-02-2021
1412,NOLSM252109252,1,Photo,0.94868,13.426,15.058,20.001,202.403,90.001,505.859,4024.375,4984.217,5.009,93.575,30.004,10,36,26-02-2021
1413,NOLSM2531010253,1,Photo,0.83591,15.38,15.03,19.995,196.114,90,502.416,4041.761,4934.073,5.047,90.305,30.003,10,37,26-02-2021
1414,NOLSM2541011254,1,Photo,1.36943,18.272,14.919,19.999,201.382,89.999,502.749,4057.726,5002.959,4.919,89.168,30.001,10,38,26-02-2021
1415,NOLSM2551012255,1,Photo,1.92633,15.023,15.139,20.008,201.343,90.001,502.125,3953.257,5104.109,5.018,91.432,30.01,10,39,26-02-2021
1416,NOLSM2561013256,1,Photo,1.41846,12.264,15.149,19.996,203.657,89.998,499.319,4081.959,4965.526,5.041,92.061,30.007,10,40,26-02-2021
1417,NOLSM2571014257,1,Photo,0.67979,13.966,14.958,20.001,200.097,89.999,505.745,3982.094,5009.082,4.897,88.83,30.001,10,41,26-02-2021
1418,NOLSM2581015258,1,Photo,0.73422,18.364,14.867,20.004,197.094,89.999,494.887,4041.06,5018.089,5.043,90.277,30.006,10,42,26-02-2021
1419,NOLSM2591016259,1,Photo,0.94868,17.367,15.126,20.01,201.454,90.001,504.231,4014.734,5118.391,4.963,92.552,30.005,10,43,26-02-2021
1420,NOLSM2601017260,1,Photo,2.00492,16.09,15.113,19.997,198.484,90,500.053,4001.361,5037.531,5.017,91.43,29.991,10,44,26-02-2021
1421,NOLSM2611018261,1,Photo,1.16379,19.026,15.004,20,197.509,89.999,500.402,4054.534,5038.626,5.005,92.695,30.001,10,45,26-02-2021
1422,NOLSM2621019262,1,Photo,1.17615,18.891,14.952,19.996,202.54,90,494.976,3957.086,5100.269,4.957,92.866,30,10,46,26-02-2021
1423,NOLSM2631020263,1,Photo,0.89128,13.788,15.029,19.998,199.11,89.999,499.243,4087.957,5088.081,5.067,93.407,29.995,10,47,26-02-2021
1424,NOLSM2641021264,1,Photo,1.36637,18.771,15.129,20.003,198.235,90,501.188,4025.484,5023.248,4.995,90.651,29.993,10,48,26-02-2021
1425,NOLSM2651022265,1,Photo,0.9916,20.701,15.112,20.001,200.916,90.001,493.336,4036.876,4963.659,5.029,92.391,30.002,10,49,26-02-2021
1426,NOLSM2661023266,1,Photo,1.6894,11.253,14.924,20.007,199.03,89.998,500.811,4014.071,5123.526,4.951,92.227,30.001,10,50,26-02-2021
1427,NOLSM2671024267,1,Photo,1.19643,15.286,14.995,19.997,203.225,89.999,500.978,3985.686,5044.95,5.101,92.183,30.005,10,51,26-02-2021
1428,NOLSM2681025268,1,Photo,1.48022,12.463,15.003,19.999,202.543,90,498.831,4047.541,5090.82,5.115,91.319,30.016,10,52,26-02-2021
1429,NOLSM2691026269,1,Photo,1.4155,19.767,15.032,19.996,205.542,90,500.992,3955.393,4986.191,4.99,93.109,30.006,10,53,26-02-2021
1430,NOLSM2701027270,1,Photo,0.60782,16.029,15.103,20.004,204.42,89.999,501.817,4062.804,5013.807,4.985,90.954,30.005,10,54,26-02-2021
1431,NOLSM784301784,3,Photo,1.81419,17.647,14.987,20.001,199.493,90,499.493,3989.857,4987.322,4.991,92.494,29.998,30,28,26-02-2021
1432,NOLSM785302785,3,Photo,1.89693,17.066,15.128,19.997,200.717,90,500.717,4014.349,5017.937,5.016,92.258,30.006,30,29,26-02-2021
1433,NOLSM786303786,3,Photo,1.72027,11.048,15.012,20.002,200.328,90,500.328,4006.562,5008.202,4.999,91.836,30.005,30,30,26-02-2021
1434,NOLSM787304787,3,Photo,0.96161,12.383,14.986,19.995,199.045,90,499.045,3980.894,4976.117,4.979,91.675,30.014,30,31,26-02-2021
1435,NOLSM788305788,3,Photo,1.48912,15.179,15.129,20.003,198.854,90,498.854,3977.087,4971.359,4.969,91.209,30.005,30,32,26-02-2021
1436,NOLSM789306789,3,Photo,0.94868,13.624,14.991,19.995,198.966,90,498.966,3979.313,4974.142,4.975,92.009,29.998,30,33,26-02-2021
1437,NOLSM790307790,3,Photo,0.83591,17.264,14.978,20.004,199.681,89.999,499.681,3993.624,4992.03,4.993,91.743,30.011,30,34,26-02-2021
1438,NOLSM791308791,3,Photo,1.36943,12.537,14.978,20.003,198.981,90,498.981,3979.624,4974.53,4.973,91.618,30.003,30,35,26-02-2021
1439,NOLSM792309792,3,Photo,1.92633,17.218,15.146,20.001,198.569,90,498.569,3971.388,4964.235,4.966,91.306,30.004,30,36,26-02-2021
1440,NOLSM7933010793,3,Photo,1.41846,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003,30,37,26-02-2021
1441,NOLSM7943011794,3,Photo,0.67979,20.295,15.145,19.996,198.313,89.999,498.313,3966.259,4957.824,4.96,91.486,29.998,30,38,26-02-2021
1442,NOLSM7953012795,3,Photo,0.73422,17.853,15.027,20.002,198.533,90,498.533,3970.66,4963.325,4.965,92.028,30.003,30,39,26-02-2021
1443,NOLSM7963013796,3,Photo,0.94868,16.387,14.989,19.999,199.669,90,499.669,3993.375,4991.718,4.991,91.89,29.992,30,40,26-02-2021
1444,NOLSM7973014797,3,Photo,0.85326,17.367,15.021,20.003,199.697,90,499.697,3993.937,4992.421,4.995,91.371,30.001,30,41,26-02-2021
1445,NOLSM7983015798,3,Photo,1.58344,16.09,15.015,20.001,197.731,89.999,497.731,3954.614,4943.267,4.929,91.427,30.001,30,42,26-02-2021
1446,NOLSM7993016799,3,Photo,1.01397,19.026,14.917,20,198.523,90,498.523,3970.452,4963.065,4.95,91.487,29.999,30,43,26-02-2021
1447,NOLSM8003017800,3,Photo,1.16579,18.891,14.995,20,198.559,89.999,498.559,3971.187,4963.984,4.962,91.461,29.998,30,44,26-02-2021
1448,NOLSM8013018801,3,Photo,1.22262,13.788,15.061,20.003,198.704,89.999,498.704,3974.079,4967.599,4.972,91.958,29.997,30,45,26-02-2021
1449,NOLSM8023019802,3,Photo,0.84499,18.771,14.901,20.001,199.864,90,499.864,3997.287,4996.609,5.003,92.302,30.003,30,46,26-02-2021
1450,NOLSM8033020803,3,Photo,0.71205,20.701,14.874,20.007,202.946,90,502.946,4058.919,5073.649,5.059,93.552,29.997,30,47,26-02-2021
1451,NOLSM8043021804,3,Photo,0.99532,11.253,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998,30,48,26-02-2021
1452,NOLSM8053022805,3,Photo,0.32865,15.286,15.066,19.999,201.956,90,501.956,4039.111,5048.889,5.05,93.15,29.996,30,49,26-02-2021
1453,NOLSM8063023806,3,Photo,0.88339,12.463,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006,30,50,26-02-2021
1454,NOLSM8073024807,3,Photo,0.94624,19.767,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005,30,51,26-02-2021
1455,NOLSM8083025808,3,Photo,0.42457,16.029,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999,30,52,26-02-2021
1456,NOLSM8093026809,3,Photo,0.97799,17.587,14.938,19.995,205.152,90,505.152,4103.032,5128.79,5.103,93.623,29.993,30,53,26-02-2021
1457,NOLSM8103027810,3,Photo,0.64451,16.445,15.044,20.003,203.412,90,503.412,4068.233,5085.292,5.077,93.717,30.001,30,54,26-02-2021
1458,NOLSM244101,1,Photo,0.89536,13.702,14.88,20.002,191.209,90.001,499.364,3991.128,4966.64,4.946,92.469,30.002,10,1,26-02-2021
1459,NOLSM245102,2,Photo,1.63933,14.218,14.932,19.994,202.848,90,500.565,4042.868,5036.683,5.05,91.01,30.011,10,2,26-02-2021
1460,NOLSM246103,2,Photo,2.10005,17.251,15.121,20.004,193.899,90.001,494.487,3955.637,5039.17,5.042,95.722,29.997,10,3,26-02-2021
1461,NOLSM247104,2,Photo,1.9415,12.457,14.946,19.995,197.934,90,501.583,4045.925,5063.454,5.088,90.859,30.003,10,4,26-02-2021
1462,NOLSM248105,3,Photo,1.1602,14.789,15.016,20.001,199.825,90.002,498.918,4013.918,5118.476,4.967,90.944,29.999,10,5,26-02-2021
1463,NOLSM249106,3,Photo,1.14459,16.267,15.11,20.004,200.232,89.999,505,4005.045,5010.085,5.073,94.505,30.002,10,6,26-02-2021
1464,NOLSM250107,1,Photo,0.05436,17.256,15.084,19.996,204.512,89.999,499.692,4023.761,5047.709,5.019,90.405,29.998,10,7,26-02-2021
1465,NOLSM251108,1,Photo,1.64046,12.766,15.042,19.996,202.962,90,500.511,4013.95,4928.841,5.047,89.94,30.011,10,8,26-02-2021
1466,NOLSM252109,1,Photo,1.48839,13.426,15.058,20.001,202.403,90,503.073,4024.375,4984.217,5.009,93.575,30.004,10,9,26-02-2021
1467,NOLSM2531010,2,Photo,1.60462,15.38,15.03,19.995,196.114,90,499.836,4041.761,4934.073,5.047,90.305,30.003,10,10,26-02-2021
1468,NOLSM2541011,2,Photo,1.13688,18.272,14.919,19.999,201.382,90.002,499.992,4057.726,5002.959,4.919,89.168,30.001,10,11,26-02-2021
1469,NOLSM2551012,3,Photo,1.60423,15.023,15.139,20.008,201.343,90.001,502.52,3953.257,5104.109,5.018,91.432,30.01,10,12,26-02-2021
1470,NOLSM2561013,3,Photo,0.6528,12.264,15.149,19.996,203.657,89.998,502.86,4081.959,4965.526,5.041,92.061,30.007,10,13,26-02-2021
1471,NOLSM2571014,1,Photo,1.09299,13.966,14.958,20.001,200.097,89.999,502.2,3982.094,5009.082,4.897,88.83,30.001,10,14,26-02-2021
1472,NOLSM2581015,1,Photo,1.53141,18.364,14.867,20.004,197.094,89.999,496.799,4041.06,5018.089,5.043,90.277,30.006,10,15,26-02-2021
1473,NOLSM2591016,1,Photo,1.84968,11.582,15.126,20.01,201.454,90.001,504.386,4014.734,5118.391,4.963,92.552,30.005,10,16,26-02-2021
1474,NOLSM2601017,2,Photo,2.00492,15.686,15.113,19.997,198.484,90,503.906,3964.099,5037.531,5.017,91.43,29.991,10,17,26-02-2021
1475,NOLSM2611018,2,Photo,1.16379,14.32,15.004,20,197.509,89.999,500.167,4021.617,5038.626,5.005,92.695,30.001,10,18,26-02-2021
1476,NOLSM2621019,2,Photo,1.17615,18.581,14.952,19.996,202.54,90,504.958,3929.128,5100.269,4.957,92.866,30,10,19,26-02-2021
1477,NOLSM2631020,3,Photo,0.89128,16.593,15.029,19.998,199.11,89.999,502.777,4106.986,5088.081,5.067,93.407,29.995,10,20,26-02-2021
1478,NOLSM2641021,3,Photo,1.36637,12.881,15.129,20.003,198.235,90,493.96,3955.943,5023.248,4.995,90.651,29.993,10,21,26-02-2021
1479,NOLSM2651022,3,Photo,0.9916,15.648,15.112,20.001,200.916,90.001,502.56,3977.12,4963.659,5.029,92.391,30.002,10,22,26-02-2021
1480,NOLSM2661023,1,Photo,1.6894,16.669,14.924,20.007,199.03,89.998,500.811,4006.268,5123.526,4.951,92.227,30.001,10,23,26-02-2021
1481,NOLSM2671024,1,Photo,1.19643,14.492,14.995,19.997,203.225,89.999,500.978,4097.436,5044.95,5.101,92.183,30.005,10,24,26-02-2021
1482,NOLSM2681025,1,Photo,1.48022,15.441,15.003,19.999,202.543,90,498.831,3872.886,5090.82,5.115,91.319,30.016,10,25,26-02-2021
1483,NOLSM2691026,2,Photo,1.4155,15.911,15.032,19.996,205.542,90,500.992,4022.267,4986.191,4.99,93.109,30.006,10,26,26-02-2021
1484,NOLSM2701027,2,Photo,0.60782,20.594,15.103,20.004,201.218,89.999,502.279,3988.21,5013.807,4.985,90.954,29.992,10,27,26-02-2021
1485,NOLSM784301,1,Photo,0.97825,17.647,14.987,19.991,199.493,90,499.493,3989.857,4987.322,4.991,92.494,29.998,30,1,26-02-2021
1486,NOLSM785302,2,Photo,0.73624,17.066,15.128,20.002,200.717,90,500.717,4014.349,5017.937,5.016,92.258,30.006,30,2,26-02-2021
1487,NOLSM786303,2,Photo,0.93563,11.048,15.012,20,200.328,90,500.328,4006.562,5008.202,4.999,91.836,30.005,30,3,26-02-2021
1488,NOLSM787304,2,Photo,1.24881,12.383,14.986,19.993,199.045,90,499.045,3980.894,4976.117,4.979,91.675,30.014,30,4,26-02-2021
1489,NOLSM788305,3,Photo,1.02996,15.179,15.129,20.004,198.854,90,498.854,3977.087,4971.359,4.969,91.209,30.005,30,5,26-02-2021
1490,NOLSM789306,3,Photo,1.07392,13.624,14.991,19.999,198.966,90,498.966,3979.313,4974.142,4.975,92.009,29.998,30,6,26-02-2021
1491,NOLSM790307,3,Photo,1.24362,17.264,14.978,20.004,199.681,89.999,499.681,3993.624,4992.03,4.993,91.743,30.011,30,7,26-02-2021
1492,NOLSM791308,1,Photo,0.90447,12.537,14.978,20.003,198.981,90,498.981,3979.624,4974.53,4.973,91.618,30.003,30,8,26-02-2021
1493,NOLSM792309,1,Photo,1.18764,17.218,15.146,20.001,198.569,90,498.569,3971.388,4964.235,4.966,91.306,30.004,30,9,26-02-2021
1494,NOLSM7933010,2,Photo,1.16985,10.47,14.907,19.996,198.207,90.001,498.207,3964.137,4955.171,4.955,91.347,30.003,30,10,26-02-2021
1495,NOLSM7943011,2,Photo,1.23156,20.295,15.145,19.996,198.313,89.999,498.313,3966.259,4957.824,4.96,91.486,29.998,30,11,26-02-2021
1496,NOLSM7953012,2,Photo,1.25946,17.853,15.027,20.002,198.533,90,498.533,3970.66,4963.325,4.965,92.028,30.003,30,12,26-02-2021
1497,NOLSM7963013,3,Photo,0.82903,16.387,14.989,19.999,199.669,90,499.669,3993.375,4991.718,4.991,91.89,29.992,30,13,26-02-2021
1498,NOLSM7973014,3,Photo,0.85326,16.166,15.021,20.003,199.697,90,499.697,3993.937,4992.421,4.995,91.371,30.001,30,14,26-02-2021
1499,NOLSM7983015,3,Photo,1.58344,15,15.015,20.001,197.731,89.999,497.731,3954.614,4943.267,4.929,91.427,30.001,30,15,26-02-2021
1500,NOLSM7993016,1,Photo,1.01397,20.058,14.917,20,198.523,90,498.523,3970.452,4963.065,4.95,91.487,29.999,30,16,26-02-2021
1501,NOLSM8003017,1,Photo,1.16579,17.89,14.995,20,198.559,89.999,498.559,3971.187,4963.984,4.962,91.461,29.998,30,17,26-02-2021
1502,NOLSM8013018,1,Photo,1.22262,17.14,15.061,20.003,198.704,89.999,498.704,3974.079,4967.599,4.972,91.958,29.997,30,18,26-02-2021
1503,NOLSM8023019,2,Photo,0.84499,16.613,14.901,20.001,199.864,90,499.864,3997.287,4996.609,5.003,92.302,30.003,30,19,26-02-2021
1504,NOLSM8033020,2,Photo,0.71205,20.015,14.874,20.007,202.946,90,502.946,4058.919,5073.649,5.059,93.552,29.997,30,20,26-02-2021
1505,NOLSM8043021,3,Photo,0.99532,19.145,14.945,19.997,203.413,90.001,503.413,4068.261,5085.326,5.084,92.894,29.998,30,21,26-02-2021
1506,NOLSM8053022,3,Photo,0.32865,13.491,15.066,19.999,201.956,90,501.956,4039.111,5048.889,5.05,93.15,29.996,30,22,26-02-2021
1507,NOLSM8063023,3,Photo,0.88339,18.876,15.075,20.002,201.862,90.001,501.862,4037.236,5046.545,5.04,93.362,30.006,30,23,26-02-2021
1508,NOLSM8073024,1,Photo,0.94624,15.211,14.878,19.995,202.686,90.001,502.686,4053.721,5067.152,5.063,93.131,30.005,30,24,26-02-2021
1509,NOLSM8083025,1,Photo,0.42457,16.523,14.896,20.001,202.591,89.999,502.591,4051.824,5064.78,5.066,94.392,29.999,30,25,26-02-2021
1510,NOLSM8093026,1,Photo,0.97799,16.742,14.938,19.995,205.152,90,505.152,4103.032,5128.79,5.103,93.623,29.993,30,26,26-02-2021
1511,NOLSM8103027,2,Photo,0.64451,17.758,15.044,20.003,203.412,90,503.412,4068.233,5085.292,5.077,93.717,30.001,30,27,26-02-2021
1512,NOLSM271111271,2,Photo,1.5188,17.587,15.088,19.998,204.484,90,502.391,4071.633,5032.318,5.114,90.465,30.009,11,28,27-02-2021
