...1,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
1295,NOLSM7562827,2,Implantation,1.464149e+16,7.100935e+13,7.878307e+17,2.991476e+17,5.999983e+17,32449.884,102.223,878,153,28,27,24-02-2021
1296,NOLSM21791217,1,Implantation,1.353503e+16,4.327667e+16,6.717213e+17,2.990307e+17,6.000007e+17,31527.587,97.744,914,151,9,28,25-02-2021
1297,NOLSM21892218,2,Implantation,1.442735e+16,4.988666e+16,5.270421e+17,3.005376e+17,5.999978e+17,32215.538,103.454,910,152,9,29,25-02-2021
1298,NOLSM21993219,3,Implantation,1.947372e+16,3.402286e+16,1.091325e+18,2.992692e+17,5.999986e+17,32325.654,102.423,907,157,9,30,25-02-2021
1299,NOLSM22094220,1,Implantation,1.165592e+16,7.800635e+15,4.856349e+17,3.00305e+17,5.999995e+17,31723.494,103.422,900,155,9,31,25-02-2021
1300,NOLSM22195221,2,Implantation,9.576587e+15,1.348716e+17,5.707538e+17,2.992264e+17,5.999979e+17,32407.745,102.429,900,150,9,32,25-02-2021
1301,NOLSM22296222,3,Implantation,1.865634e+16,-3.00783e+16,8.679111e+17,3.014537e+17,5.999998e+17,32497.987,102.546,919,156,9,33,25-02-2021
1302,NOLSM22397223,1,Implantation,1.444422e+16,9.125496e+16,6.468985e+17,2.997999e+17,5.999978e+17,32148.097,102.642,892,154,9,34,25-02-2021
1303,NOLSM22498224,2,Implantation,1.771972e+16,9.616448e+16,8.532892e+17,2.979858e+17,5.999998e+17,31400.682,101.624,871,155,9,35,25-02-2021
1304,NOLSM22599225,3,Implantation,1.228313e+16,8.669117e+16,2.548591e+17,2.995077e+17,6.000014e+17,31093.126,102.801,898,153,9,36,25-02-2021
1305,NOLSM226910226,1,Implantation,8.756849e+15,1.575852e+17,9.485446e+17,2.98837e+17,6e+17,31269.035,103.405,909,159,9,37,25-02-2021
1306,NOLSM227911227,2,Implantation,9.569839e+15,1.406667e+17,5.760478e+17,3.010703e+17,5.99998e+17,32130.96,103.151,921,152,9,38,25-02-2021
1307,NOLSM228912228,3,Implantation,1.204359e+16,1.562548e+17,1.401808e+18,3.022468e+17,5.999989e+17,32270.306,103.157,891,152,9,39,25-02-2021
1308,NOLSM229913229,1,Implantation,1.477364e+16,5.994234e+16,5.516401e+17,2.996894e+17,5.999997e+17,31181.18,102.288,915,157,9,40,25-02-2021
1309,NOLSM230914230,2,Implantation,6.658436e+15,5.409422e+16,4.997664e+17,2.987405e+17,5.999993e+17,31249.611,102.036,893,155,9,41,25-02-2021
1310,NOLSM231915231,3,Implantation,9.261799e+15,1.079055e+17,1.089674e+18,3.00606e+17,5.999998e+17,30899.82,104.486,907,155,9,42,25-02-2021
1311,NOLSM232916232,1,Implantation,1.143198e+16,1.125489e+17,4.62002e+17,3.0039e+17,6.000011e+17,31964.942,104.584,885,156,9,43,25-02-2021
1312,NOLSM233917233,2,Implantation,8.443158e+15,9.183072e+16,8.331907e+17,3.003853e+17,5.999999e+17,32318.607,102.912,905,156,9,44,25-02-2021
1313,NOLSM234918234,3,Implantation,9.636292e+15,7.41004e+16,2.395544e+17,2.999216e+17,6e+17,31891.406,102.015,883,155,9,45,25-02-2021
1314,NOLSM235919235,1,Implantation,9.124457e+15,4.067083e+16,2.544205e+17,3.006359e+17,5.999995e+17,31409.106,102.6,895,155,9,46,25-02-2021
1315,NOLSM236920236,2,Implantation,6.976466e+15,5.540689e+16,8.430292e+17,3.014471e+17,5.999995e+17,32608.352,103.128,900,152,9,47,25-02-2021
1316,NOLSM237921237,3,Implantation,4.552835e+15,6.943478e+16,4.571101e+17,2.980155e+17,5.999984e+17,32496.871,104.199,916,159,9,48,25-02-2021
1317,NOLSM238922238,1,Implantation,1.598688e+16,1.426387e+17,5.015333e+17,3.016534e+17,5.999982e+17,31912.056,106.428,898,154,9,49,25-02-2021
1318,NOLSM239923239,2,Implantation,1.095292e+16,7.716403e+16,6.641376e+16,3.02505e+17,5.999991e+17,31192.302,103.46,916,154,9,50,25-02-2021
1319,NOLSM240924240,3,Implantation,1.752139e+16,1.389796e+17,6.147619e+17,2.99956e+17,5.999999e+17,31265.612,105.779,884,154,9,51,25-02-2021
1320,NOLSM241925241,1,Implantation,1.182359e+16,7.138811e+16,5.558317e+17,2.990254e+17,5.99999e+17,32341.911,102.258,897,157,9,52,25-02-2021
1321,NOLSM242926242,2,Implantation,6.100286e+15,1.22715e+16,1.057424e+18,3.003509e+17,6e+17,31982.396,103.03,893,157,9,53,25-02-2021
1322,NOLSM243927243,3,Implantation,9.910242e+15,1.05843e+17,6.597263e+17,2.998473e+17,5.999983e+17,31768.47,104.863,896,155,9,54,25-02-2021
1323,NOLSM757291757,1,Implantation,1.929673e+16,,3.089572e+17,2.99097e+17,6.000016e+17,32444.191,101.359,877,152,29,28,25-02-2021
1324,NOLSM758292758,2,Implantation,7.624013e+15,3.369503e+16,1.99922e+12,2.997058e+17,5.999995e+17,32445.445,102.018,878,153,29,29,25-02-2021
1325,NOLSM759293759,3,Implantation,1.101317e+16,4.971335e+16,8.93006e+16,3.00448e+17,5.99999e+17,32412.236,102.028,878,153,29,30,25-02-2021
1326,NOLSM760294760,1,Implantation,2.800513e+15,32645606689,26639639.169,3.014574e+17,6.000017e+17,31636.858,102.074,877,153,29,31,25-02-2021
1327,NOLSM761295761,2,Implantation,1.961682e+16,1.30873e+16,4.644509e+17,3.004248e+17,6.000003e+17,30152.769,101.907,874,153,29,32,25-02-2021
1328,NOLSM762296762,3,Implantation,1.968598e+16,6.277507e+16,4.570019e+13,2.990783e+17,6.000008e+17,32166.325,100.491,909,151,29,33,25-02-2021
1329,NOLSM763297763,1,Implantation,1.999463e+16,7.875218e+16,6.304516e+17,2.993458e+17,6.000001e+17,32454.409,100.971,910,151,29,34,25-02-2021
1330,NOLSM764298764,2,Implantation,1.286978e+16,4.085213e+16,3.377489e+17,3.001889e+17,5.999998e+17,32445.721,101.366,909,152,29,35,25-02-2021
1331,NOLSM765299765,3,Implantation,7.339189e+15,1.582519e+16,1.134649e+16,2.998645e+17,5.999998e+17,32450.024,100.821,900,151,29,36,25-02-2021
1332,NOLSM7662910766,1,Implantation,7.360918e+15,3.992374e+16,2.377966e+17,3.001736e+17,5.999994e+17,32158.005,99.912,900,150,29,37,25-02-2021
1333,NOLSM7672911767,2,Implantation,1.190318e+16,5.58938e+15,4.933008e+17,3.009716e+17,5.999997e+17,32446.797,99.754,900,150,29,38,25-02-2021
1334,NOLSM7682912768,3,Implantation,4.193431e+15,1.12313e+17,141987392451,2.990033e+17,6.000006e+17,32657.34,99.752,900,150,29,39,25-02-2021
1335,NOLSM7692913769,1,Implantation,7.580002e+15,3.921617e+16,6.264095e+16,2.989257e+17,5.999994e+17,32688.659,100.742,903,151,29,40,25-02-2021
1336,NOLSM7702914770,2,Implantation,1.015593e+16,1.050748e+17,1.807828e+17,3.006332e+17,6.000002e+17,32664.685,100.117,904,150,29,41,25-02-2021
1337,NOLSM7712915771,3,Implantation,4.07912e+15,7.598722e+15,8.455274e+17,3.004396e+17,5.999999e+17,32632.272,101.036,905,152,29,42,25-02-2021
1338,NOLSM7722916772,1,Implantation,4.590594e+15,3.430457e+15,1.230017e+17,2.99124e+17,6.00001e+17,32636.484,102.066,908,153,29,43,25-02-2021
1339,NOLSM7732917773,2,Implantation,1.609899e+16,1.531356e+17,1.168032e+18,2.997421e+17,6.000007e+17,32666.317,100.929,904,151,29,44,25-02-2021
1340,NOLSM7742918774,3,Implantation,5.059169e+15,2.065006e+16,6.89915e+17,2.996304e+17,5.999995e+17,32646.298,102.07,908,153,29,45,25-02-2021
1341,NOLSM7752919775,1,Implantation,8.125176e+15,1.8164e+16,3.776702e+16,3.002527e+17,6.000002e+17,32682.765,102.099,913,153,29,46,25-02-2021
1342,NOLSM7762920776,2,Implantation,2.059877e+16,7.735008e+16,4.665781e+17,3.002129e+17,6.000004e+17,32673.341,102.443,913,154,29,47,25-02-2021
1343,NOLSM7772921777,3,Implantation,1.209814e+16,1.368468e+16,3.071422e+15,3.003563e+17,5.999984e+17,32653.528,101.86,912,153,29,48,25-02-2021
1344,NOLSM7782922778,1,Implantation,1.813283e+16,1.071504e+15,3.585575e+17,3.001495e+17,5.99999e+17,32677.209,102.094,913,153,29,49,25-02-2021
1345,NOLSM7792923779,2,Implantation,2.441931e+15,3.817779e+16,1875907865,2.984513e+17,6.000013e+17,32696.413,102.006,913,153,29,50,25-02-2021
1346,NOLSM7802924780,3,Implantation,1.054583e+16,1.184645e+17,1.053268e+17,2.997752e+17,6.000019e+17,32700.965,101.671,912,153,29,51,25-02-2021
1347,NOLSM7812925781,1,Implantation,6.909171e+15,1.086298e+17,5.11967e+17,2.997173e+17,5.999986e+17,32451.323,101.386,913,152,29,52,25-02-2021
1348,NOLSM7822926782,2,Implantation,1.768872e+16,7.782877e+16,8.15497e+17,3.011042e+17,5.999986e+17,32534.357,101.223,904,152,29,53,25-02-2021
1349,NOLSM7832927783,3,Implantation,2.074912e+16,1.453113e+17,1.209174e+18,3.018273e+17,5.999992e+17,32621.49,100.525,905,151,29,54,25-02-2021
1350,NOLSM21791,3,Implantation,1.353503e+16,4.327667e+16,6.717213e+17,2.990307e+17,6.000007e+17,31527.587,97.744,914,151,9,1,25-02-2021
1351,NOLSM21892,2,Implantation,1.442735e+16,4.988666e+16,5.270421e+17,3.005376e+17,5.999978e+17,32215.538,103.454,910,152,9,2,25-02-2021
1352,NOLSM21993,1,Implantation,1.947372e+16,3.402286e+16,1.091325e+18,2.992692e+17,5.999986e+17,32325.654,102.423,907,157,9,3,25-02-2021
1353,NOLSM22094,1,Implantation,1.165592e+16,7.800635e+15,4.856349e+17,3.00305e+17,5.999995e+17,31723.494,103.422,900,155,9,4,25-02-2021
1354,NOLSM22195,2,Implantation,9.576587e+15,1.348716e+17,5.707538e+17,2.992264e+17,5.999979e+17,32407.745,102.429,900,150,9,5,25-02-2021
1355,NOLSM22296,3,Implantation,1.865634e+16,-3.00783e+16,8.679111e+17,3.014537e+17,5.999998e+17,32497.987,102.546,919,156,9,6,25-02-2021
1356,NOLSM22397,3,Implantation,1.444422e+16,9.125496e+16,6.468985e+17,2.997999e+17,5.999978e+17,32148.097,102.642,892,154,9,7,25-02-2021
1357,NOLSM22498,1,Implantation,1.771972e+16,9.616448e+16,8.532892e+17,2.979858e+17,5.999998e+17,31400.682,101.624,871,155,9,8,25-02-2021
1358,NOLSM22599,1,Implantation,1.228313e+16,8.669117e+16,2.548591e+17,2.995077e+17,6.000014e+17,31093.126,102.801,898,153,9,9,25-02-2021
1359,NOLSM226910,2,Implantation,8.756849e+15,1.575852e+17,9.485446e+17,2.98837e+17,6e+17,31269.035,103.405,909,159,9,10,25-02-2021
1360,NOLSM227911,3,Implantation,9.569839e+15,1.406667e+17,5.760478e+17,3.010703e+17,5.99998e+17,32130.96,103.151,921,152,9,11,25-02-2021
1361,NOLSM228912,3,Implantation,1.204359e+16,1.562548e+17,1.401808e+18,3.022468e+17,5.999989e+17,32270.306,103.157,891,152,9,12,25-02-2021
1362,NOLSM229913,2,Implantation,1.477364e+16,5.994234e+16,5.516401e+17,2.996894e+17,5.999997e+17,31181.18,102.288,915,157,9,13,25-02-2021
1363,NOLSM230914,1,Implantation,6.658436e+15,5.409422e+16,4.997664e+17,2.987405e+17,5.999993e+17,31249.611,102.036,893,155,9,14,25-02-2021
1364,NOLSM231915,1,Implantation,9.261799e+15,1.079055e+17,1.089674e+18,3.00606e+17,5.999998e+17,30899.82,104.486,907,155,9,15,25-02-2021
1365,NOLSM232916,2,Implantation,1.143198e+16,1.125489e+17,4.62002e+17,3.0039e+17,6.000011e+17,31964.942,104.584,885,156,9,16,25-02-2021
1366,NOLSM233917,3,Implantation,8.443158e+15,9.183072e+16,8.331907e+17,3.003853e+17,5.999999e+17,32318.607,102.912,905,156,9,17,25-02-2021
1367,NOLSM234918,3,Implantation,9.636292e+15,7.41004e+16,2.395544e+17,2.999216e+17,6e+17,31891.406,102.015,883,155,9,18,25-02-2021
1368,NOLSM235919,2,Implantation,9.124457e+15,4.067083e+16,2.544205e+17,3.006359e+17,5.999995e+17,31409.106,102.6,895,155,9,19,25-02-2021
1369,NOLSM236920,1,Implantation,6.976466e+15,5.540689e+16,8.430292e+17,3.014471e+17,5.999995e+17,32608.352,103.128,900,152,9,20,25-02-2021
1370,NOLSM237921,1,Implantation,4.552835e+15,6.943478e+16,4.571101e+17,2.980155e+17,5.999984e+17,32496.871,104.199,916,159,9,21,25-02-2021
1371,NOLSM238922,2,Implantation,1.598688e+16,1.426387e+17,5.015333e+17,3.016534e+17,5.999982e+17,31912.056,106.428,898,154,9,22,25-02-2021
1372,NOLSM239923,3,Implantation,1.095292e+16,7.716403e+16,6.641376e+16,3.02505e+17,5.999991e+17,31192.302,103.46,916,154,9,23,25-02-2021
1373,NOLSM240924,2,Implantation,1.752139e+16,1.389796e+17,6.147619e+17,2.99956e+17,5.999999e+17,31265.612,105.779,884,154,9,24,25-02-2021
1374,NOLSM241925,1,Implantation,1.182359e+16,7.138811e+16,5.558317e+17,2.990254e+17,5.99999e+17,32341.911,102.258,897,157,9,25,25-02-2021
1375,NOLSM242926,1,Implantation,6.100286e+15,1.22715e+16,1.057424e+18,3.003509e+17,6e+17,31982.396,103.03,893,157,9,26,25-02-2021
1376,NOLSM243927,2,Implantation,9.910242e+15,1.05843e+17,6.597263e+17,2.998473e+17,5.999983e+17,31768.47,104.863,896,155,9,27,25-02-2021
1377,NOLSM757291,1,Implantation,6.964209e+15,5.521553e+15,3.089572e+17,2.99097e+17,6.000016e+17,32444.191,101.359,877,152,29,1,25-02-2021
1378,NOLSM758292,1,Implantation,3.590578e+15,3.369503e+16,1.99922e+12,2.997058e+17,5.999995e+17,32445.445,102.018,878,153,29,2,25-02-2021
1379,NOLSM759293,2,Implantation,2.101934e+16,4.971335e+16,8.93006e+16,3.00448e+17,5.99999e+17,32412.236,102.028,878,153,29,3,25-02-2021
1380,NOLSM760294,3,Implantation,1.186455e+16,32645606689,26639639.169,3.014574e+17,6.000017e+17,31636.858,102.074,877,153,29,4,25-02-2021
1381,NOLSM761295,3,Implantation,7.802756e+15,1.30873e+16,4.644509e+17,3.004248e+17,6.000003e+17,30152.769,101.907,874,153,29,5,25-02-2021
1382,NOLSM762296,2,Implantation,1.694729e+16,6.277507e+16,4.570019e+13,2.990783e+17,5.99999e+17,32166.325,100.491,909,151,29,6,25-02-2021
1383,NOLSM763297,1,Implantation,1.102079e+16,7.875218e+16,6.304516e+17,2.993458e+17,6.000008e+17,32454.409,100.971,910,151,29,7,25-02-2021
1384,NOLSM764298,1,Implantation,5.812654e+15,4.085213e+16,3.377489e+17,3.001889e+17,5.999996e+17,32445.721,101.366,909,152,29,8,25-02-2021
1385,NOLSM765299,2,Implantation,3.111555e+15,1.582519e+16,1.134649e+16,2.998645e+17,6.000004e+17,32450.024,100.821,900,151,29,9,25-02-2021
1386,NOLSM7662910,3,Implantation,5.573909e+15,3.992374e+16,2.377966e+17,3.001736e+17,5.999988e+17,32158.005,99.912,900,150,29,10,25-02-2021
1387,NOLSM7672911,3,Implantation,8.235287e+15,5.58938e+15,4.933008e+17,3.009716e+17,5.999984e+17,32446.797,99.754,900,150,29,11,25-02-2021
1388,NOLSM7682912,2,Implantation,1.125505e+16,1.12313e+17,141987392451,2.990033e+17,5.999988e+17,32657.34,99.752,900,150,29,12,25-02-2021
1389,NOLSM7692913,1,Implantation,1.07873e+16,3.921617e+16,6.264095e+16,2.989257e+17,5.999994e+17,32688.659,100.742,903,151,29,13,25-02-2021
1390,NOLSM7702914,1,Implantation,1.532339e+16,1.050748e+17,1.807828e+17,3.006332e+17,5.999998e+17,32664.685,100.117,904,150,29,14,25-02-2021
1391,NOLSM7712915,2,Implantation,1.71001e+16,7.598722e+15,8.455274e+17,3.004396e+17,6.000011e+17,32632.272,101.036,905,152,29,15,25-02-2021
1392,NOLSM7722916,3,Implantation,1.276583e+16,3.430457e+15,1.230017e+17,2.99124e+17,6.000001e+17,32636.484,102.066,908,153,29,16,25-02-2021
1393,NOLSM7732917,2,Implantation,2.069521e+16,1.531356e+17,1.168032e+18,2.997421e+17,6.000007e+17,32666.317,100.929,904,151,29,17,25-02-2021
1394,NOLSM7742918,1,Implantation,1.996179e+16,2.065006e+16,6.89915e+17,2.996304e+17,5.999995e+17,32646.298,102.07,908,153,29,18,25-02-2021
1395,NOLSM7752919,1,Implantation,1.71423e+16,1.8164e+16,3.776702e+16,3.002527e+17,6.000002e+17,32682.765,102.099,913,153,29,19,25-02-2021
1396,NOLSM7762920,2,Implantation,9.560984e+15,7.735008e+16,4.665781e+17,3.002129e+17,6.000004e+17,32673.341,102.443,913,154,29,20,25-02-2021
1397,NOLSM7772921,3,Implantation,2.524937e+15,1.368468e+16,3.071422e+15,3.003563e+17,5.999984e+17,32653.528,101.86,912,153,29,21,25-02-2021
1398,NOLSM7782922,3,Implantation,1.280195e+16,1.071504e+15,3.585575e+17,3.001495e+17,5.99999e+17,32677.209,102.094,913,153,29,22,25-02-2021
1399,NOLSM7792923,1,Implantation,3.835198e+15,3.817779e+16,1875907865,2.984513e+17,6.000013e+17,32696.413,102.006,913,153,29,23,25-02-2021
1400,NOLSM7802924,1,Implantation,1.195881e+16,1.184645e+17,1.053268e+17,2.997752e+17,6.000019e+17,32700.965,101.671,912,153,29,24,25-02-2021
1401,NOLSM7812925,3,Implantation,1.184053e+16,1.086298e+17,5.11967e+17,2.997173e+17,5.999986e+17,32451.323,101.386,913,152,29,25,25-02-2021
1402,NOLSM7822926,3,Implantation,1.768872e+16,7.782877e+16,8.15497e+17,3.011042e+17,5.999986e+17,32534.357,101.223,904,152,29,26,25-02-2021
1403,NOLSM7832927,2,Implantation,2.074912e+16,1.453113e+17,1.209174e+18,3.018273e+17,5.999992e+17,32621.49,100.525,905,151,29,27,25-02-2021
1404,NOLSM244101244,1,Implantation,1.183168e+16,1.182958e+17,6.363151e+17,3.001285e+17,5.999976e+17,32163.791,100.24,908,158,10,28,26-02-2021
1405,NOLSM245102245,2,Implantation,1.585222e+16,1.215141e+17,6.638341e+17,3.000144e+17,6.000015e+17,31833.551,102.338,886,156,10,29,26-02-2021
1406,NOLSM246103246,3,Implantation,1.405682e+16,1.288443e+17,3.855736e+17,3.025604e+17,5.999989e+17,32188.226,106.191,896,153,10,30,26-02-2021
1407,NOLSM247104247,1,Implantation,1.597538e+16,7.797816e+16,3.192013e+16,2.99328e+17,6.000016e+17,32228.325,102.064,891,158,10,31,26-02-2021
1408,NOLSM248105248,2,Implantation,1.313436e+16,1.08193e+17,8.476209e+17,3.000875e+17,5.999995e+17,30846.811,101.812,887,154,10,32,26-02-2021
1409,NOLSM249106249,3,Implantation,1.232136e+16,1.521085e+17,6.80522e+17,3.009209e+17,5.999986e+17,32759.266,106.709,904,151,10,33,26-02-2021
1410,NOLSM250107250,1,Implantation,1.242968e+16,9.839421e+16,4.611622e+17,3.016242e+17,5.999985e+17,32057.894,101.318,908,157,10,34,26-02-2021
1411,NOLSM251108251,2,Implantation,6.233876e+15,7.037664e+16,5.947363e+17,2.989103e+17,5.999991e+17,31994.968,103.206,893,155,10,35,26-02-2021
1412,NOLSM252109252,3,Implantation,1.50218e+16,8.483808e+16,9.327638e+17,3.012081e+17,6.000002e+17,31986.81,101.812,879,152,10,36,26-02-2021
1413,NOLSM2531010253,1,Implantation,1.619871e+16,1.587532e+17,5.123023e+17,3.008486e+17,5.999996e+17,31791.31,104.329,873,154,10,37,26-02-2021
1414,NOLSM2541011254,2,Implantation,9.498101e+15,5.70262e+16,8.144654e+17,3.027718e+17,6.000008e+17,30626.351,100.865,871,156,10,38,26-02-2021
1415,NOLSM2551012255,3,Implantation,1.032909e+16,6.976349e+16,2.859824e+17,2.997895e+17,6e+17,31950.761,103.631,898,153,10,39,26-02-2021
1416,NOLSM2561013256,1,Implantation,8.473165e+15,7.007032e+16,5.183482e+17,2.994125e+17,5.999993e+17,31352.585,103.491,909,155,10,40,26-02-2021
1417,NOLSM2571014257,2,Implantation,1.473331e+16,6.690243e+16,6.471089e+17,3.010679e+17,5.999985e+17,30552.557,103.142,944,155,10,41,26-02-2021
1418,NOLSM2581015258,3,Implantation,2.48695e+15,1.05838e+17,7.887603e+17,2.988751e+17,5.999991e+17,31715.512,103.914,896,155,10,42,26-02-2021
1419,NOLSM2591016259,1,Implantation,1.304195e+16,1.456753e+17,6.697495e+17,2.9727e+17,6e+17,30474.163,101.145,898,156,10,43,26-02-2021
1420,NOLSM2601017260,2,Implantation,1.139182e+16,1.698818e+17,6.04475e+17,2.982326e+17,5.999992e+17,31692.92,102.863,931,157,10,44,26-02-2021
1421,NOLSM2611018261,3,Implantation,1.356244e+16,5.919922e+16,4.013921e+17,2.994179e+17,6.000002e+17,31037.529,101.615,920,155,10,45,26-02-2021
1422,NOLSM2621019262,1,Implantation,2.403938e+16,3.604977e+16,5.704907e+17,2.990649e+17,6.000002e+17,31925.006,102.899,889,153,10,46,26-02-2021
1423,NOLSM2631020263,2,Implantation,7.890002e+15,8.704451e+16,5.670733e+17,2.984156e+17,5.999988e+17,32001.77,102.186,908,154,10,47,26-02-2021
1424,NOLSM2641021264,3,Implantation,1.195823e+16,1.233394e+17,5.554646e+17,3.013402e+17,5.999994e+17,31568.412,103.001,902,156,10,48,26-02-2021
1425,NOLSM2651022265,1,Implantation,8.223848e+15,1.444942e+17,6.399594e+17,2.999216e+17,5.999984e+17,32672.059,104.117,879,152,10,49,26-02-2021
1426,NOLSM2661023266,2,Implantation,7.688622e+15,1.229357e+17,6.916929e+17,3.007895e+17,6.000011e+17,32628.909,98.842,919,155,10,50,26-02-2021
1427,NOLSM2671024267,3,Implantation,1.794113e+16,8.315049e+16,6.335826e+17,2.98954e+17,5.999991e+17,31536.829,104.62,912,154,10,51,26-02-2021
1428,NOLSM2681025268,1,Implantation,2.120762e+15,4.489405e+16,-6.59711e+16,2.990932e+17,5.999983e+17,30765.724,103.031,907,153,10,52,26-02-2021
1429,NOLSM2691026269,2,Implantation,1.25245e+16,1.106428e+17,2.398444e+17,3.00357e+17,6.000021e+17,30855.999,103.879,902,155,10,53,26-02-2021
1430,NOLSM2701027270,3,Implantation,1.216001e+16,9.774236e+16,1.115656e+18,3.019329e+17,6.000013e+17,30260.942,104.194,893,154,10,54,26-02-2021
1431,NOLSM784301784,1,Implantation,5.923648e+15,3846247470,179892430261,3.014991e+17,5.999982e+17,32337.742,100.688,909,151,30,28,26-02-2021
1432,NOLSM785302785,2,Implantation,7.321263e+15,2.755819e+16,4.28579e+17,3.009804e+17,6.000004e+17,32422.811,100.968,908,151,30,29,26-02-2021
1433,NOLSM786303786,3,Implantation,1.985531e+16,1.589177e+17,1.016726e+18,3.006262e+17,6e+17,32255.476,100.571,904,151,30,30,26-02-2021
1434,NOLSM787304787,1,Implantation,1.683621e+16,3.036635e+12,1.900601e+14,2.97968e+17,6.000015e+17,32597.159,100.254,905,150,30,31,26-02-2021
1435,NOLSM788305788,2,Implantation,1.083154e+16,4.680457e+16,3.003513e+17,3.02081e+17,5.999994e+17,32194.56,99.766,901,150,30,32,26-02-2021
1436,NOLSM789306789,3,Implantation,1.423168e+16,2.695435e+16,5.314508e+17,3.010896e+17,6.000007e+17,32641.989,100.404,904,151,30,33,26-02-2021
1437,NOLSM790307790,1,Implantation,6.696777e+15,5.627249e+16,5.265661e+14,2.983689e+17,5.999992e+17,32639.929,100.729,903,151,30,34,26-02-2021
1438,NOLSM791308791,2,Implantation,1.656969e+16,1.576066e+17,9.615263e+17,3.003385e+17,5.999986e+17,32636.286,100.703,904,151,30,35,26-02-2021
1439,NOLSM792309792,3,Implantation,6.55235e+15,6.397895e+16,5.470256e+13,2.991681e+17,5.999993e+17,31686.264,100.155,904,150,30,36,26-02-2021
1440,NOLSM7933010793,1,Implantation,2.065216e+16,1.012269e+15,2.750738e+15,3.001485e+17,6.00001e+17,31783.84,100.177,903,150,30,37,26-02-2021
1441,NOLSM7943011794,2,Implantation,2.928817e+15,8.080993e+13,1.791592e+16,2.998574e+17,5.999973e+17,31618.822,100.256,904,150,30,38,26-02-2021
1442,NOLSM7953012795,3,Implantation,5.248648e+15,5.185593e+16,1.146735e+16,3.011718e+17,6e+17,31618.16,100.32,908,150,30,39,26-02-2021
1443,NOLSM7963013796,1,Implantation,8.591464e+15,1.964774e+16,5.107497e+17,2.998091e+17,6.000003e+17,31910.25,101.053,908,152,30,40,26-02-2021
1444,NOLSM7973014797,2,Implantation,8.987196e+15,7.341163e+16,5.387133e+17,2.999631e+17,5.999983e+17,32155.309,101.003,900,152,30,41,26-02-2021
1445,NOLSM7983015798,3,Implantation,1.110514e+16,5.589599e+16,3.988166e+17,2.998609e+17,5.999984e+17,32178.343,99.116,899,149,30,42,26-02-2021
1446,NOLSM7993016799,1,Implantation,4.331557e+15,1.810813e+16,1.173134e+17,2.997416e+17,6.00001e+17,32141.981,99.859,900,150,30,43,26-02-2021
1447,NOLSM8003017800,2,Implantation,5.104767e+15,1.58002e+16,3.016942e+17,2.991045e+17,6.00001e+17,31618.691,99.796,898,150,30,44,26-02-2021
1448,NOLSM8013018801,3,Implantation,6.704375e+15,6.699262e+16,4.011571e+17,3.012525e+17,6.00001e+17,33321.979,99.736,900,150,30,45,26-02-2021
1449,NOLSM8023019802,1,Implantation,8.040882e+15,6.432709e+16,4.533785e+17,3.012372e+17,5.999991e+17,32175.559,99.674,899,150,30,46,26-02-2021
1450,NOLSM8033020803,2,Implantation,1.466261e+16,2.473698e+14,1.422644e+12,2.994442e+17,6.000002e+17,31260.811,101.119,917,152,30,47,26-02-2021
1451,NOLSM8043021804,3,Implantation,3.531736e+15,2.523745e+16,3.802681e+16,2.998006e+17,6.000011e+17,31576.001,101.482,908,152,30,48,26-02-2021
1452,NOLSM8053022805,1,Implantation,1.515931e+16,1.515847e+17,9.067717e+17,2.995397e+17,5.999992e+17,31637.594,100.782,908,151,30,49,26-02-2021
1453,NOLSM8063023806,2,Implantation,3.703005e+15,1.310021e+16,1.553849e+17,3.000871e+17,5.999986e+17,32156.959,99.711,908,150,30,50,26-02-2021
1454,NOLSM8073024807,3,Implantation,1.167489e+16,1.436575e+16,3.366238e+16,3.011609e+17,6.000013e+17,32998.534,100.557,909,151,30,51,26-02-2021
1455,NOLSM8083025808,1,Implantation,9.132819e+15,8.876441e+16,2.721804e+17,2.998554e+17,5.999996e+17,33115.585,100.657,925,151,30,52,26-02-2021
1456,NOLSM8093026809,2,Implantation,8.822561e+15,4.107933e+16,4.861673e+17,3.014882e+17,5.999995e+17,32465.72,101.98,913,153,30,53,26-02-2021
1457,NOLSM8103027810,3,Implantation,6.520781e+15,2.843032e+15,1.274745e+14,3.000097e+17,5.999997e+17,32576.424,101.416,913,152,30,54,26-02-2021
1458,NOLSM244101,3,Implantation,1.183168e+16,1.182958e+17,6.363151e+17,3.001285e+17,5.999976e+17,32163.791,100.24,908,158,10,1,26-02-2021
1459,NOLSM245102,3,Implantation,1.585222e+16,1.215141e+17,6.638341e+17,3.000144e+17,6.000015e+17,31833.551,102.338,886,156,10,2,26-02-2021
1460,NOLSM246103,2,Implantation,1.405682e+16,1.288443e+17,3.855736e+17,3.025604e+17,5.999989e+17,32188.226,106.191,896,153,10,3,26-02-2021
1461,NOLSM247104,1,Implantation,1.597538e+16,7.797816e+16,3.192013e+16,2.99328e+17,6.000016e+17,32228.325,102.064,891,158,10,4,26-02-2021
1462,NOLSM248105,1,Implantation,1.313436e+16,1.08193e+17,8.476209e+17,3.000875e+17,5.999995e+17,30846.811,101.812,887,154,10,5,26-02-2021
